Freq;Page
4;//phpMyAdmin-2.6.0-pl2/scripts/setup.php
4;//phpMyAdmin-2.6.0-pl3/scripts/setup.php
4;//phpMyAdmin-2.6.0-rc1/scripts/setup.php
4;//phpMyAdmin-2.6.0-rc2/scripts/setup.php
4;//phpMyAdmin-2.6.0-rc3/scripts/setup.php
4;//phpMyAdmin-2.6.0/scripts/setup.php
4;//phpMyAdmin-2.6.1-pl1/scripts/setup.php
4;//phpMyAdmin-2.6.1-pl2/scripts/setup.php
4;//phpMyAdmin-2.6.1-pl3/scripts/setup.php
4;//phpMyAdmin-2.6.1-rc1/scripts/setup.php
4;//phpMyAdmin-2.6.1-rc2/scripts/setup.php
4;//phpMyAdmin-2.6.1/scripts/setup.php
4;//phpMyAdmin-2.6.2-beta1/scripts/setup.php
4;//phpMyAdmin-2.6.2-pl1/scripts/setup.php
4;//phpMyAdmin-2.6.2/scripts/setup.php
4;//phpMyAdmin-2.6.3-pl1/scripts/setup.php
4;//phpMyAdmin-2.6.3-rc1/scripts/setup.php
4;//phpMyAdmin-2.6.4-pl1/scripts/setup.php
4;//phpMyAdmin-2.6.4-pl3/scripts/setup.php
4;//phpMyAdmin-2.6.4-pl4/scripts/setup.php
4;//phpMyAdmin-2.6.4-rc1/scripts/setup.php
4;//phpMyAdmin-2.6.4/scripts/setup.php
4;//phpMyAdmin-2.7.0-beta1/scripts/setup.php
4;//phpMyAdmin-2.7.0-pl1/scripts/setup.php
4;//phpMyAdmin-2.7.0-pl2/scripts/setup.php
4;//phpMyAdmin-2.7.0-rc1/scripts/setup.php
4;//phpMyAdmin-2.7.0/scripts/setup.php
4;//phpMyAdmin-2.8.0-beta1/scripts/setup.php
4;//phpMyAdmin-2.8.0-rc1/scripts/setup.php
4;//phpMyAdmin-2.8.0-rc2/scripts/setup.php
4;//phpMyAdmin-2.8.0.1/scripts/setup.php
4;//phpMyAdmin-2.8.0.2/scripts/setup.php
4;//phpMyAdmin-2.8.0.3/scripts/setup.php
4;//phpMyAdmin-2.8.0.4/scripts/setup.php
4;//phpMyAdmin-2.8.0/scripts/setup.php
4;//phpMyAdmin-2.8.1-rc1/scripts/setup.php
4;//phpMyAdmin-2/index.php
4;//pma2005/scripts/setup.php
4;//PMA2005/scripts/setup.php
4;//sqlmanager/scripts/setup.php
4;//sqlweb/scripts/setup.php
4;//typo3/phpmyadmin/index.php
4;//typo3/phpmyadmin/scripts/setup.php
4;//web/scripts/setup.php
4;//webadmin/scripts/setup.php
4;//webdb/scripts/setup.php
4;//websql/index.php
4;//xampp/phpmyadmin/scripts/setup.php
4;/?-n+-d+allow_url_include%3D1+-d+auto_prepend_file%3Dphp%3a%2f%2finput
4;/adm/
4;/administrator
4;/bitrix/admin/index.php
4;/controlpanel/
4;/cp/
4;/cpanel/
4;/engine/ajax/pm.php
4;/fckeditor/editor/images/anchor.gif
4;/forum/viewtopic.phpindex.php
4;/jsys.php
4;/ser%C3%84%E2%80%B0o/perforti
4;/ser%C4%89o/sana
4;/ser%C4%EF%BF%BDo/gamo
4;/ser??o/planeo
4;/ser?o/planeo
4;/serco/planeo
3;/%2BBoris
3;//_phpMyAdmin/scripts/setup.php
3;//Admin/scripts/setup.php
3;//phpAdmin/scripts/setup.php
3;//phpMyAdmin-2.11.1-all-languages/scripts/setup.php
3;//phpMyAdmin-2.11.1/scripts/setup.php
3;//phpMyAdmin-2.11.11-all-languages/scripts/setup.php
3;//phpMyAdmin-2.11.4/scripts/setup.php
3;//phpMyAdmin-2.11.9.4-all-languages/scripts/setup.php
3;//phpMyAdmin-2.2.6/index.php
3;//phpMyAdmin-2.5.5-pl1/index.php
3;//phpMyAdmin-2.6.4-pl2/scripts/setup.php
3;//phpMyAdmin-2.8.3/scripts/setup.php
3;//phpMyAdmin-2.9.1/scripts/setup.php
3;//pma2/scripts/setup.php
3;//pma3/scripts/setup.php
3;//sql/scripts/setup.php
3;//wp-phpmyadmin/phpmyadmin/scripts/setup.php
3;/?author=1
3;/++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Result:+%F1%EA%F0%E8%EF%F2%EE%E7%E0%F9%E8%F2%E0+%E4%E5%F8%E8%F4%F0%EE%E2%E0%ED%E0;+%ED%E5+%ED%E0%F8%EB%EE%F1%FC+%F4%EE%F0%EC%FB+%E4%EB%FF+%EE%F2%EF%F0%E0%E2%EA%E8;
3;/blog/wp-login.php
3;/elsxuti/media.reformal.ru/widgets/v3/reformal.js
3;/FCKeditor/editor/images/anchor.gif
3;/gram/12/++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Result:+%ED%E5+%ED%E0%F8%EB%EE%F1%FC+%F4%EE%F0%EC%FB+%E4%EB%FF+%EE%F2%EF%F0%E0%E2%EA%E8;
3;/gram/media.reformal.ru/widgets/v3/reformal.js
3;/info/media.reformal.ru/widgets/v3/reformal.js
3;/mc.yandex.ru/watch/1603051
3;/myadmin/
3;/pri/media.reformal.ru/widgets/v3/reformal.js
3;/ser%C4%EF%BF%BDo/-en-
3;/ser%C4%EF%BF%BDo/vulgara
3;/ser%D1%81xo/TEST
3;/sercho
3;/sercxo/media.reformal.ru/widgets/v3/reformal.js
3;/sercxo/stardict+mobi
3;/wp-includes/js/prototype.js
2;/&post=-38689454_25
2;//%0D/scripts/setup.php
2;//./scripts/setup.php
2;//_db/scripts/setup.php
2;//_dbadmin/scripts/setup.php
2;//_myphp/scripts/setup.php
2;//_php/scripts/setup.php
2;//_phpadmin/scripts/setup.php
2;//_pHpMyAdMiN/scripts/setup.php
2;//_PHPMYADMIN/scripts/setup.php
2;//_pma/scripts/setup.php
2;//_sql/scripts/setup.php
2;//~/phpmanager/scripts/setup.php
2;//3rdparty/phpMyAdmin/scripts/setup.php
2;//81/phpmyadmin/scripts/setup.php
2;//admin/myadmin/scripts/setup.php
2;//admin/mysql/scripts/setup.php
2;//Admin/phpmyadmin/scripts/setup.php
2;//Admin/phpMyAdmin/scripts/setup.php
2;//admin/phpMyAmdin/scripts/setup.php
2;//admin/sql/scripts/setup.php
2;//administrator/components/com_joommyadmin/phpmyadmin/scripts/setup.php
2;//adminmysql/scripts/setup.php
2;//apache-default/phpmyadmin/scripts/setup.php
2;//backup/phpmyadmin/scripts/setup.php
2;//backup/phpMyAdmin/scripts/setup.php
2;//bbs/data/scripts/setup.php
2;//bkup/phpmyadmin/scripts/setup.php
2;//bkup/phpMyAdmin/scripts/setup.php
2;//blog/phpmyadmin/scripts/setup.php
2;//cpadmin/scripts/setup.php
2;//cpadmindb/scripts/setup.php
2;//cpanelmysql/scripts/setup.php
2;//cpanelphpmyadmin/scripts/setup.php
2;//cpanelsql/scripts/setup.php
2;//cpdbadmin/scripts/setup.php
2;//cpphpmyadmin/scripts/setup.php
2;//database/scripts/setup.php
2;//dbAdmin2/scripts/setup.php
2;//forum/phpmyadmin/scripts/setup.php
2;//htdocs/scripts/setup.php
2;//httpdocs/scripts/setup.php
2;//myadmin/phpMyAdmin-2.11.9.6-all-languages/scripts/setup.php
2;//myAdmin/scripts/setup.php
2;//MyAdmin/scripts/setup.php
2;//mydatadmin/scripts/setup.php
2;//myphp/scripts/setup.php
2;//Myphp/scripts/setup.php
2;//mysql_administrator/scripts/setup.php
2;//MySQLAdmin/scripts/setup.php
2;//mysqladminconfig/scripts/setup.php
2;//padmin/scripts/setup.php
2;//php/phpmyadmin/scripts/setup.php
2;//php/scripts/setup.php
2;//phpas/scripts/setup.php
2;//phpdb/scripts/setup.php
2;//phpm/scripts/setup.php
2;//phpmy/scripts/setup.php
2;//pHpMy/scripts/setup.php
2;//phpmyad-sys/scripts/setup.php
2;//phpmyad/scripts/setup.php
2;//phpmyadm/scripts/setup.php
2;//phpMyAdmi/scripts/setup.php
2;//phpMyAdmin-2.10.0/scripts/setup.php
2;//phpMyAdmin-2.11.10/scripts/setup.php
2;//phpMyAdmin-2.11.2/scripts/setup.php
2;//phpMyAdmin-2.11.3-all-languages/scripts/setup.php
2;//phpMyAdmin-2.11.3/scripts/setup.php
2;//phpMyAdmin-2.11.4.0-all-languages/scripts/setup.php
2;//phpMyAdmin-2.11.4.0-english/scripts/setup.php
2;//phpMyAdmin-2.11.5.0-all-languages/scripts/setup.php
2;//phpMyAdmin-2.11.5.0-english/scripts/setup.php
2;//phpMyAdmin-2.11.5/scripts/setup.php
2;//phpMyAdmin-2.11.6.0-all-languages/scripts/setup.php
2;//phpMyAdmin-2.11.6.0-english/scripts/setup.php
2;//phpMyAdmin-2.11.6/scripts/setup.php
2;//phpMyAdmin-2.11.7.0-all-languages/scripts/setup.php
2;//phpMyAdmin-2.11.7.0-english/scripts/setup.php
2;//phpMyAdmin-2.11.7.1-all-languages/scripts/setup.php
2;//phpMyAdmin-2.11.7.1-english/scripts/setup.php
2;//phpMyAdmin-2.11.7/scripts/setup.php
2;//phpMyAdmin-2.11.8.0-all-languages/scripts/setup.php
2;//phpMyAdmin-2.11.8.0-english/scripts/setup.php
2;//phpMyAdmin-2.11.8.1-all-languages-utf-8-only/scripts/setup.php
2;//phpMyAdmin-2.11.8/scripts/setup.php
2;//phpMyAdmin-2.11.9.0-all-languages/scripts/setup.php
2;//phpMyAdmin-2.11.9.0-english/scripts/setup.php
2;//phpMyAdmin-2.11.9.1-all-languages/scripts/setup.php
2;//phpMyAdmin-2.11.9.1-english/scripts/setup.php
2;//phpMyAdmin-2.11.9.2-all-languages/scripts/setup.php
2;//phpMyAdmin-2.11.9.2-english/scripts/setup.php
2;//phpMyAdmin-2.11.9.3-all-languages/scripts/setup.php
2;//phpMyAdmin-2.11.9.3-english/scripts/setup.php
2;//phpMyAdmin-2.11.9.4-english/scripts/setup.php
2;//phpMyAdmin-2.11.9.5-all-languages/scripts/setup.php
2;//phpMyAdmin-2.11.9/scripts/setup.php
2;//phpMyAdmin-2.3.0/scripts/setup.php
2;//phpMyAdmin-2.3.1/scripts/setup.php
2;//phpMyAdmin-2.3.2/scripts/setup.php
2;//phpMyAdmin-2.3.3/scripts/setup.php
2;//phpMyAdmin-2.3.4/scripts/setup.php
2;//phpMyAdmin-2.3.5/scripts/setup.php
2;//phpMyAdmin-2.3.6/scripts/setup.php
2;//phpMyAdmin-2.3.7/scripts/setup.php
2;//phpMyAdmin-2.3.8/scripts/setup.php
2;//phpMyAdmin-2.3.9/scripts/setup.php
2;//phpMyAdmin-2.4.0/scripts/setup.php
2;//phpMyAdmin-2.4.1/scripts/setup.php
2;//phpMyAdmin-2.4.2/scripts/setup.php
2;//phpMyAdmin-2.4.3/scripts/setup.php
2;//phpMyAdmin-2.4.4/scripts/setup.php
2;//phpMyAdmin-2.4.5/scripts/setup.php
2;//phpMyAdmin-2.4.6/scripts/setup.php
2;//phpMyAdmin-2.4.7/scripts/setup.php
2;//phpMyAdmin-2.4.8/scripts/setup.php
2;//phpMyAdmin-2.4.9/scripts/setup.php
2;//phpMyAdmin-2.5.0/scripts/setup.php
2;//phpMyAdmin-2.5.2/scripts/setup.php
2;//phpMyAdmin-2.5.3/scripts/setup.php
2;//phpMyAdmin-2.5.5-rc1config/scripts/setup.php
2;//phpMyAdmin-2.5.8/scripts/setup.php
2;//phpMyAdmin-2.5.9/scripts/setup.php
2;//phpMyAdmin-2.6.3/
2;//phpMyAdmin-2.6.5/scripts/setup.php
2;//phpMyAdmin-2.6.6/scripts/setup.php
2;//phpMyAdmin-2.6.7/scripts/setup.php
2;//phpMyAdmin-2.6.8/scripts/setup.php
2;//phpMyAdmin-2.6.9/scripts/setup.php
2;//phpMyAdmin-2.7.1/scripts/setup.php
2;//phpMyAdmin-2.7.2/scripts/setup.php
2;//phpMyAdmin-2.7.3/scripts/setup.php
2;//phpMyAdmin-2.7.4/scripts/setup.php
2;//phpMyAdmin-2.7.5/scripts/setup.php
2;//phpMyAdmin-2.7.6/scripts/setup.php
2;//phpMyAdmin-2.7.7/scripts/setup.php
2;//phpMyAdmin-2.7.8/scripts/setup.php
2;//phpMyAdmin-2.7.9/scripts/setup.php
2;//phpMyAdmin-2.8.4/scripts/setup.php
2;//phpMyAdmin-2.8.5/scripts/setup.php
2;//phpMyAdmin-2.8.6/scripts/setup.php
2;//phpMyAdmin-2.8.7/scripts/setup.php
2;//phpMyAdmin-2.8.8/scripts/setup.php
2;//phpMyAdmin-2.8.9/scripts/setup.php
2;//phpMyAdmin-2.9.2/scripts/setup.php
2;//phpMyAdmin-3.0.0-rc1-english/scripts/setup.php
2;//phpMyAdmin-3.0.0.0-all-languages/scripts/setup.php
2;//phpMyAdmin-3.0.0.0-english/scripts/setup.php
2;//phpMyAdmin-3.0.1.0-all-languages/scripts/setup.php
2;//phpMyAdmin-3.0.1.0-english/scripts/setup.php
2;//phpMyAdmin-3.1.0.0-all-languages/scripts/setup.php
2;//phpMyAdmin-3.1.0.0-english/scripts/setup.php
2;//phpMyAdmin-3.1.1.0-all-languages/scripts/setup.php
2;//phpMyAdmin-3.1.1.0-english/scripts/setup.php
2;//phpMyAdmin-3.1.2.0-all-languages/scripts/setup.php
2;//phpMyAdmin-3.1.2.0-english/scripts/setup.php
2;//phpMyAdmin-3.1.3.0-all-languages/scripts/setup.php
2;//phpMyAdmin-3.1.3.0-english/scripts/setup.php
2;//phpMyAdmin-3/scripts/setup.php
2;//phpMyAdmin-4/scripts/setup.php
2;//phpmyadmin.old/scripts/setup.php
2;//pHpMyAdMiN/scripts/setup.php
2;//PHPMYADMIN/scripts/setup.php
2;//phpMyAdmin1/scripts/setup.php
2;//phpMyAdmin2/scripts/setup.php
2;//phpmyadmin3/scripts/setup.php
2;//phpMyAdmin3/scripts/setup.php
2;//phpMyAds/scripts/setup.php
2;//pma/%20/scripts/setup.php
2;//pMA/scripts/setup.php
2;//PMA/scripts/setup.php
2;//pma_mydb/scripts/setup.php
2;//PMA2/scripts/setup.php
2;//pma2009/scripts/setup.php
2;//PMA2009/scripts/setup.php
2;//PMA3/scripts/setup.php
2;//pmadmin/scripts/setup.php
2;//roundcube/scripts/setup.php
2;//sl2/data/scripts/setup.php
2;//sql/phpmyadmin/scripts/setup.php
2;//sql/phpMyAdmin/scripts/setup.php
2;//SQL/scripts/setup.php
2;//sqladm.old/scripts/setup.php
2;//sqladmin/scripts/setup.php
2;//SSLMySQLAdmin/scripts/setup.php
2;//vhcs2/tools/pma/scripts/setup.php
2;//web/phpmyadmin/scripts/setup.php
2;//web/phpMyAdmin/scripts/setup.php
2;//webmail2/scripts/setup.php
2;//wp-content/plugins/wp-phpmyadmin/wp-phpmyadmin/phpmyadmin/scripts/setup.php
2;//wp-phpmyadmin/scripts/setup.php
2;/?action=add
2;/?e=phpinfo();
2;/?q=admin
2;/1.2.6
2;/404javascript.js
2;/404testpage4525d2fdc
2;/about
2;/about.php
2;/admin/fckeditor/editor/images/anchor.gif
2;/admin/FCKeditor/editor/images/anchor.gif
2;/admin/login.php
2;/apple-touch-icon-72x72-precomposed.png
2;/apple-touch-icon-72x72.png
2;/application/x-www-form-urlencoded
2;/bots.all
2;/contact
2;/contacts
2;/elsxuti/text/javascript
2;/elŝuti/
2;/gram/index.php
2;/help.html
2;/images/aleks.jpg
2;/images/boris.jpg
2;/images/igor.jpg
2;/info/mailto:alex.osokin@gmail.com?subject=Letero%20de%20la%20vortara%20pagxaro%20por%20Aleks
2;/info/mailto:vortaristo@gmail.com?subject=Letero%20de%20la%20vortara%20pagxaro%20por%20la%20auxtoro
2;/info/mailto:yegor.chemisov@gmail.com?subject=ervo
2;/info/text/javascript
2;/info/vortaro.reformal.ru
2;/iwantgetyouremail
2;/jsys.phpindex.php
2;/labels.rdf
2;/mailto:alex.osokin@gmail.com?subject=Letero%20de%20la%20vortara%20pagxaro%20por%20Aleks
2;/mailto:vortaristo@gmail.com?subject=Letero%20de%20la%20vortara%20pagxaro%20por%20la%20auxtoro
2;/mailto:yegor.chemisov@gmail.com?subject=ervo
2;/Microsoft.XMLHTTP
2;/mod/pages/tpl/pages_add.html
2;/plugins/editors/tinymce/jscripts/tiny_mce/plugins/tinybrowser/tinybrowser.php?type=file&folder=
2;/pri/5.01
2;/pri/text/javascript
2;/pri/vortaro.reformal.ru
2;/search
2;/ser%09o/-en-
2;/ser%C4%89o/posedi
2;/ser%C4%EF%BF%BDo/brava
2;/ser%C4%EF%BF%BDo/forumo
2;/ser?o/
2;/ser?o/-en-
2;/ser?o/femuro
2;/ser?o/forumo
2;/ser?o/koncerni
2;/ser?o/kuko
2;/ser?tono
2;/serco/cirkvitkarto
2;/serco/cirkvittabulo
2;/serco/gamo
2;/sercxo/%D0%9A%D0%BE%D1%80%D1%80%D0%B5%D1%81%D0%BF%D0%BE%D0%BD%D0%B4%D0%B5%D0%BD%D1%82%20%28%D0%B6%D1%83%D1%80%D0%BD%D0%B0%D0%BB%29
2;/sercxo/%D1%87%D0%B5%D1%80%D0%BD%D0%B0%D1%8F+%D1%81%D0%BC%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0
2;/sercxo/+%D0%B2%D0%B2%D0%B8%D0%B4%D1%83
2;/sercxo/Asus+Lamborghini+Eee+PC+VX6S+ubuntu+install
2;/sercxo/goldendict+command-line+version
2;/sercxo/mu%3Fi
2;/sercxo/pomocna+r%C4%99ka
2;/sercxo/text/javascript
2;/submit.autocomplete
2;/user/register
2;/wp-admin.php
1;/-
1;/%D0%B2%D1%81%D0%B5-%D1%82%D0%B0%D0%BA%D0%B8
1;/%D1%81%D0%BF%D0%BE%D1%80%D0%B8%D1%82%D1%8C
1;/.git/config
1;/.svn/entries
1;///mc.yandex.ru/metrika/watch.js
1;//_myadmin/scripts/setup.php
1;//2010/phpMyAdmin/scripts/setup.php
1;//2011/phpMyAdmin/scripts/setup.php
1;//admin/fckeditor/editor//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//admin/includes/stylesheet.css
1;//admin/main.php
1;//admin/my/scripts/setup.php
1;//admin/mysqladmin/scripts/setup.php
1;//admin/pmadm/scripts/setup.php
1;//admin/tiny_mce//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//ajaxfilemanager/jscripts/tiny_mce//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//b2b/admin/includes/stylesheet.css
1;//backup/scripts/setup.php
1;//cart/admin/includes/stylesheet.css
1;//cbadmin/scripts/setup.php
1;//cbadmin2/scripts/setup.php
1;//db1/scripts/setup.php
1;//dbadmin/
1;//dbadmin/main.php
1;//dbAdmin/scripts/setup.php
1;//dbg/scripts/setup.php
1;//eshop/admin/includes/stylesheet.css
1;//faq/admin/editor//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//fckeditor/editor//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//FCKeditor/editor//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//forum/includes/xml/bitfield_vbseo.xml
1;//gallery/zp-core/zp-extensions/tiny_mce//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//includes/fckeditor/editor//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//includes/tinymce//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//includes/xml/bitfield_vbseo.xml
1;//javascript/tinymce/jscripts/tiny_mce//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//js/jscripts/tiny_mce//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//js/tiny_mce//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//jscripts/tiny_mce//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//libs/scripts/setup.php
1;//main/inc/lib/fckeditor/editor//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//my-php/scripts/setup.php
1;//My-php/scripts/setup.php
1;//my/scripts/setup.php
1;//myad/scripts/setup.php
1;//myadmin/
1;//myadmin/main.php
1;//myadmin/MyAdmin/scripts/setup.php
1;//mydb/scripts/setup.php
1;//mysql-admin/
1;//mysql/
1;//mysql//scripts/setup.php
1;//mysql/main.php
1;//mysql2/scripts/setup.php
1;//mysqlmanager/
1;//p/m/a/
1;//p/m/a/index.php
1;//pa/scripts/setup.php
1;//phadmin/scripts/setup.php
1;//photo/zp-core/zp-extensions/tiny_mce//plugins/ajaxfilemanager/jscripts/edit_area/edit_area.css
1;//php-my-admin/
1;//php-myadmin/
1;//php/main.php
1;//php1/scripts/setup.php
1;//phpad/scripts/setup.php
1;//phpma/scripts/setup.php
1;//phpMA/scripts/setup.php
1;//phpmanager/
1;//phpmy-admin/
1;//phpmy/my/scripts/setup.php
1;//phpMyAdmin-1/scripts/setup.php
1;//phpMyAdmin-2.10.0.2-english/scripts/setup.php
1;//phpMyAdmin-2.10.0.2/scripts/setup.php
1;//phpMyAdmin-2.10.3/scripts/setup.php
1;//phpMyAdmin-2.11.1.2-all-languages/scripts/setup.php
1;//phpMyAdmin-2.11.10.1/scripts/setup.php
1;//phpMyAdmin-2.11.11.1-english/scripts/setup.php
1;//phpMyAdmin-2.11.11.3/scripts/setup.php
1;//phpMyAdmin-2.11.2.2/scripts/setup.php
1;//phpMyAdmin-2.11.4-all-languages-utf-8-only/scripts/setup.php
1;//phpMyAdmin-2.11.5-english/scripts/setup.php
1;//phpMyAdmin-2.11.5.1-all-languages/scripts/setup.php
1;//phpMyAdmin-2.11.6-all-languages/scripts/setup.php
1;//phpMyAdmin-2.11.9.3/scripts/setup.php
